,experiment,simple,medium,complex,total,overall_simple,overall_medium,overall_complex,overall_total,input_tokens,output_tokens,total_tokens,total_cost,total_time
0,C3Plus - MONDIAL_GPT - GPT-3.5 - FK,26,16,9,51,0.7879,0.4848,0.2647,0.51,2157185,390062,2547247,8.03,1:14:48
